Event #0 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
193.555   396.0 193.555   416.8
193.750   417.0 193.750   431.8
193.945   444.6 193.945   456.0
194.141   460.6 194.141   467.1
194.336   480.2 194.336   477.5
194.531   481.5 194.531   478.5
194.727   481.3 194.727   469.8
194.922   478.5 194.922   463.8
195.117   459.4 195.117   436.9
195.312   450.1 195.312   425.0
195.508   416.5 195.508   380.3
195.703   393.0 195.703   354.0
195.898   329.6 195.898   283.3
196.094   308.2 196.094   266.4
196.289   243.0 196.289   194.2
196.484   205.5 196.484   153.5
196.680   115.4 196.680    59.5
196.875    79.7 196.875    24.2
197.070    -3.7 197.070   -57.0
197.266   -47.2 197.266   -95.4
197.461  -137.7 197.461  -194.7
197.656  -172.7 197.656  -221.5
197.852  -243.6 197.852  -292.9
198.047  -286.9 198.047  -322.6
198.242  -362.2 198.242  -396.3
198.438  -383.4 198.438  -415.3
198.633  -443.2 198.633  -467.7
198.828  -462.8 198.828  -486.0
199.023  -499.9 199.023  -499.9
199.219  -499.9 199.219  -499.9
199.414  -499.9 199.414  -499.9
199.609  -499.9 199.609  -499.9
199.805  -499.9 199.805  -499.9
Event #6 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
  0.000  -499.9   0.000  -499.9
  0.195  -499.9   0.195  -490.1
  0.391  -496.7   0.391  -474.2
  0.586  -466.6   0.586  -435.8
  0.781  -441.6   0.781  -407.9
  0.977  -389.3   0.977  -345.4
  1.172  -350.5   1.172  -302.9
  1.367  -296.6   1.367  -244.6
  1.562  -250.2   1.562  -197.6
  1.758  -176.9   1.758  -122.4
  1.953  -130.9   1.953   -77.5
  2.148   -46.4   2.148    10.4
  2.344     1.0   2.344    53.1
  2.539    84.1   2.539   138.6
  2.734   133.9   2.734   179.1
  2.930   207.8   2.930   251.8
  3.125   236.6   3.125   276.1
  3.320   300.9   3.320   334.4
  3.516   328.2   3.516   359.9
  3.711   381.4   3.711   402.6
  3.906   407.9   3.906   428.2
  4.102   438.0   4.102   451.0
  4.297   456.7   4.297   463.1
  4.492   474.7   4.492   476.6
  4.688   479.3   4.688   477.6
  4.883   485.4   4.883   474.6
  5.078   479.8   5.078   467.6
  5.273   468.7   5.273   447.1
  5.469   450.9   5.469   426.5
  5.664   423.5   5.664   386.3
  5.859   395.0   5.859   357.9
  6.055   357.2   6.055   310.8
  6.250   315.5   6.250   273.4
  6.445   257.6   6.445   203.8
  6.641   209.4   6.641   158.5
  6.836   132.8   6.836    74.4
  7.031    84.8   7.031    34.5
  7.227    13.3   7.227   -44.8
  7.422   -35.7   7.422   -82.9
  7.617  -121.8   7.617  -177.1
  7.812  -158.8   7.812  -208.3
  8.008  -224.7   8.008  -276.7
  8.203  -270.7   8.203  -313.4
  8.398  -326.8   8.398  -371.0
  8.594  -371.1   8.594  -402.5
  8.789  -418.5   8.789  -450.1
  8.984  -443.5   8.984  -461.1
  9.180  -476.5   9.180  -494.4
  9.375  -489.3   9.375  -499.9
  9.570  -499.9   9.570  -499.9
  9.766  -499.9   9.766  -499.9
  9.961  -499.9   9.961  -499.9
 10.156  -499.9  10.156  -490.0
 10.352  -488.1  10.352  -462.2
 10.547  -468.2  10.547  -437.4
 10.742  -423.9  10.742  -386.5
 10.938  -395.5  10.938  -354.5
 11.133  -334.1  11.133  -283.1
 11.328  -293.7  11.328  -242.9
 11.523  -219.9  11.523  -164.7
 11.719  -164.3  11.719  -112.8
 11.914  -106.0  11.914   -47.8
 12.109   -42.2  12.109     7.4
 12.305    28.4  12.305    79.6
 12.500    75.8  12.500   130.2
 12.695   145.6  12.695   194.6
 12.891   204.0  12.891   243.2
 13.086   263.8  13.086   300.4
 13.281   293.1  13.281   324.0
 13.477   349.3  13.477   378.5
 13.672   379.5  13.672   404.4
 13.867   416.0  13.867   430.9
 14.062   437.8  14.062   446.7
 14.258   462.9  14.258   467.8
 14.453   472.0  14.453   475.5
 14.648   484.1  14.648   480.9
 14.844   484.1  14.844   476.9
 15.039   480.4  15.039   466.4
 15.234   469.1  15.234   450.5
 15.430   447.3  15.430   420.5
 15.625   430.3  15.625   400.2
 15.820   392.1  15.820   351.4
 16.016   359.8  16.016   315.4
 16.211   300.8  16.211   249.3
 16.406   263.3  16.406   219.4
 16.602   200.7  16.602   141.4
 16.797   140.6  16.797    80.2
 16.992    59.9  16.992     6.2
 17.188    11.2  17.188   -38.6
 17.383   -59.0  17.383  -112.4
 17.578  -107.2  17.578  -156.2
 17.773  -178.6  17.773  -233.4
 17.969  -227.2  17.969  -276.1
 18.164  -288.2  18.164  -338.1
 18.359  -329.3  18.359  -368.3
 18.555  -380.6  18.555  -412.4
 18.750  -415.3  18.750  -442.9
 18.945  -452.6  18.945  -474.3
 19.141  -475.9  19.141  -492.3
 19.336  -499.9  19.336  -499.9
 19.531  -499.9  19.531  -499.9
 19.727  -499.9  19.727  -499.9
 19.922  -499.9  19.922  -499.9
 20.117  -499.9  20.117  -486.1
 20.312  -491.4  20.312  -469.0
 20.508  -462.6  20.508  -435.0
 20.703  -438.7  20.703  -405.6
 20.898  -388.5  20.898  -344.1
 21.094  -355.4  21.094  -307.8
 21.289  -284.7  21.289  -232.2
 21.484  -231.9  21.484  -185.6
 21.680  -153.9  21.680  -105.3
 21.875  -124.3  21.875   -69.4
 22.070   -44.9  22.070    10.8
 22.266     9.8  22.266    61.4
 22.461    79.6  22.461   130.3
 22.656   133.7  22.656   181.3
 22.852   194.4  22.852   242.3
 23.047   243.4  23.047   279.1
 23.242   304.8  23.242   335.4
 23.438   335.8  23.438   361.3
 23.633   385.1  23.633   403.5
 23.828   407.7  23.828   423.0
 24.023   440.8  24.023   453.2
 24.219   456.2  24.219   465.9
 24.414   475.2  24.414   477.5
 24.609   478.8  24.609   477.6
 24.805   483.9  24.805   474.7
 25.000   479.5  25.000   467.4
 25.195   470.2  25.195   450.4
 25.391   455.1  25.391   432.0
 25.586   422.2  25.586   389.6
 25.781   394.3  25.781   358.6
 25.977   353.5  25.977   310.3
 26.172   316.3  26.172   269.6
 26.367   255.5  26.367   204.8
 26.562   217.4  26.562   164.6
 26.758   145.7  26.758    89.8
 26.953    95.2  26.953    39.7
 27.148    28.4  27.148   -29.8
 27.344   -17.6  27.344   -76.9
 27.539  -103.6  27.539  -161.5
 27.734  -155.3  27.734  -200.1
 27.930  -226.5  27.930  -275.5
 28.125  -258.3  28.125  -299.4
 28.320  -328.6  28.320  -371.6
 28.516  -369.0  28.516  -404.9
 28.711  -413.9  28.711  -439.5
 28.906  -435.9  28.906  -456.7
 29.102  -474.9  29.102  -490.8
 29.297  -489.9  29.297  -499.9
 29.492  -499.9  29.492  -499.9
 29.688  -499.9  29.688  -499.9
 29.883  -499.9  29.883  -499.9
 30.078  -499.9  30.078  -495.6
 30.273  -488.2  30.273  -465.7
 30.469  -473.7  30.469  -440.3
 30.664  -431.2  30.664  -398.2
 30.859  -397.3  30.859  -359.2
 31.055  -340.4  31.055  -293.8
 31.250  -310.8  31.250  -259.7
 31.445  -244.7  31.445  -187.5
 31.641  -186.8  31.641  -130.4
 31.836  -108.0  31.836   -48.6
 32.031   -57.3  32.031    -6.4
 32.227    17.9  32.227    75.0
 32.422    67.3  32.422   114.7
 32.617   136.5  32.617   184.0
 32.812   177.4  32.812   217.9
 33.008   242.1  33.008   284.0
 33.203   289.8  33.203   322.7
 33.398   343.7  33.398   370.5
 33.594   375.4  33.594   396.1
 33.789   416.4  33.789   432.4
 33.984   437.0  33.984   451.0
 34.180   461.3  34.180   467.7
 34.375   470.0  34.375   473.6
 34.570   482.6  34.570   477.3
 34.766   482.5  34.766   475.8
 34.961   478.6  34.961   463.9
 35.156   466.8  35.156   450.8
 35.352   447.6  35.352   419.6
 35.547   430.9  35.547   402.8
 35.742   391.1  35.742   351.8
 35.938   362.0  35.938   324.7
 36.133   312.0  36.133   265.0
 36.328   275.1  36.328   226.6
 36.523   197.3  36.523   143.1
 36.719   164.9  36.719   110.4
 36.914    85.3  36.914    20.4
 37.109    27.2  37.109   -17.7
 37.305   -44.4  37.305   -97.1
 37.500   -91.1  37.500  -143.5
 37.695  -164.0  37.695  -214.4
 37.891  -217.5  37.891  -259.3
 38.086  -278.4  38.086  -321.4
 38.281  -317.8  38.281  -355.7
 38.477  -370.0  38.477  -406.0
 38.672  -409.9  38.672  -433.3
 38.867  -450.5  38.867  -474.5
 39.062  -466.6  39.062  -484.1
 39.258  -489.2  39.258  -499.9
 39.453  -499.9  39.453  -499.9
 39.648  -499.9  39.648  -499.9
 39.844  -499.9  39.844  -499.9
 40.039  -499.9  40.039  -488.9
 40.234  -498.2  40.234  -472.6
 40.430  -465.9  40.430  -435.9
 40.625  -446.6  40.625  -410.9
 40.820  -394.5  40.820  -350.8
 41.016  -355.1  41.016  -311.5
 41.211  -297.3  41.211  -248.1
 41.406  -252.3  41.406  -200.1
 41.602  -174.7  41.602  -121.2
 41.797  -126.4  41.797   -70.6
 41.992   -51.8  41.992     7.4
 42.188    -7.6  42.188    45.3
 42.383    75.0  42.383   125.2
 42.578   123.0  42.578   171.8
 42.773   191.5  42.773   233.8
 42.969   230.8  42.969   266.4
 43.164   294.3  43.164   330.0
 43.359   332.9  43.359   358.4
 43.555   381.3  43.555   403.2
 43.750   399.5  43.750   420.3
 43.945   436.0  43.945   451.5
 44.141   452.5  44.141   460.8
 44.336   473.1  44.336   476.4
 44.531   477.5  44.531   477.8
 44.727   482.3  44.727   473.8
 44.922   479.3  44.922   469.1
 45.117   470.0  45.117   451.0
 45.312   455.5  45.312   433.7
 45.508   432.3  45.508   399.6
 45.703   402.4  45.703   366.8
 45.898   362.9  45.898   319.9
 46.094   326.6  46.094   281.1
 46.289   267.6  46.289   213.2
 46.484   218.5  46.484   168.7
 46.680   159.5  46.680   101.9
 46.875   112.5  46.875    54.8
 47.070    44.1  47.070   -15.2
 47.266    -8.1  47.266   -63.6
 47.461   -85.0  47.461  -141.3
 47.656  -138.6  47.656  -192.9
 47.852  -204.6  47.852  -259.8
 48.047  -252.8  48.047  -299.1
 48.242  -321.0  48.242  -359.6
 48.438  -354.0  48.438  -388.4
 48.633  -402.7  48.633  -436.3
 48.828  -433.9  48.828  -455.4
 49.023  -466.5  49.023  -487.9
 49.219  -489.8  49.219  -499.9
 49.414  -499.9  49.414  -499.9
 49.609  -499.9  49.609  -499.9
 49.805  -499.9  49.805  -499.9
 50.000  -499.9  50.000  -499.8
 50.195  -495.3  50.195  -471.9
 50.391  -478.4  50.391  -451.2
 50.586  -441.9  50.586  -406.0
 50.781  -414.6  50.781  -376.4
 50.977  -358.5  50.977  -311.6
 51.172  -319.2  51.172  -270.8
 51.367  -245.8  51.367  -193.1
 51.562  -200.2  51.562  -148.5
 51.758  -134.0  51.758   -71.3
 51.953   -75.0  51.953   -21.3
 52.148    -0.7  52.148    55.4
 52.344    52.0  52.344   101.9
 52.539   127.0  52.539   177.7
 52.734   168.9  52.734   213.6
 52.930   240.4  52.930   281.9
 53.125   279.4  53.125   314.8
 53.320   335.2  53.320   359.3
 53.516   361.4  53.516   384.3
 53.711   400.4  53.711   423.2
 53.906   421.8  53.906   438.0
 54.102   455.3  54.102   464.8
 54.297   467.5  54.297   470.2
 54.492   481.1  54.492   477.3
 54.688   482.2  54.688   477.5
 54.883   480.6  54.883   468.9
 55.078   473.9  55.078   458.3
 55.273   455.7  55.273   431.1
 55.469   440.5  55.469   413.4
 55.664   404.2  55.664   366.1
 55.859   371.2  55.859   332.3
 56.055   323.9  56.055   279.3
 56.250   291.1  56.250   242.1
 56.445   220.0  56.445   157.6
 56.641   169.8  56.641   113.5
 56.836   107.6  56.836    52.9
 57.031    59.2  57.031     4.2
 57.227   -17.9  57.227   -78.8
 57.422   -82.2  57.422  -135.2
 57.617  -142.9  57.617  -201.8
 57.812  -191.8  57.812  -242.7
 58.008  -254.1  58.008  -309.1
 58.203  -304.8  58.203  -341.9
 58.398  -360.6  58.398  -395.0
 58.594  -389.9  58.594  -420.6
 58.789  -439.8  58.789  -464.9
 58.984  -458.8  58.984  -479.3
 59.180  -488.8  59.180  -499.9
 59.375  -499.9  59.375  -499.9
 59.570  -499.9  59.570  -499.9
 59.766  -499.9  59.766  -499.9
 59.961  -499.9  59.961  -496.9
 60.156  -499.9  60.156  -481.6
 60.352  -471.9  60.352  -446.7
 60.547  -450.8  60.547  -416.2
 60.742  -402.6  60.742  -361.4
 60.938  -372.7  60.938  -328.0
 61.133  -313.8  61.133  -263.3
 61.328  -269.1  61.328  -210.9
 61.523  -187.3  61.523  -134.3
 61.719  -143.5  61.719   -89.2
 61.914   -72.7  61.914   -13.3
 62.109   -19.0  62.109    36.9
 62.305    65.5  62.305   115.9
 62.500   113.4  62.500   158.3
 62.695   184.2  62.695   229.5
 62.891   225.1  62.891   264.9
 63.086   283.5  63.086   318.2
 63.281   310.8  63.281   342.3
 63.477   365.8  63.477   389.6
 63.672   395.8  63.672   417.0
 63.867   429.1  63.867   443.4
 64.062   439.8  64.062   450.9
 64.258   467.8  64.258   471.4
 64.453   477.6  64.453   478.4
 64.648   483.4  64.648   476.9
 64.844   481.3  64.844   471.8
 65.039   475.8  65.039   458.1
 65.234   460.7  65.234   440.1
 65.430   439.6  65.430   409.2
 65.625   416.2  65.625   383.2
 65.820   378.6  65.820   334.1
 66.016   335.6  66.016   292.4
 66.211   288.4  66.211   241.9
 66.406   243.8  66.406   193.7
 66.602   169.7  66.602   116.6
 66.797   118.4  66.797    65.7
 66.992    47.8  66.992    -9.8
 67.188     6.8  67.188   -46.2
 67.383   -65.0  67.383  -127.7
 67.578  -120.6  67.578  -175.1
 67.773  -188.9  67.773  -239.5
 67.969  -236.2  67.969  -281.2
 68.164  -301.5  68.164  -343.6
 68.359  -342.4  68.359  -378.7
 68.555  -388.6  68.555  -423.6
 68.750  -421.0  68.750  -450.7
 68.945  -458.8  68.945  -481.4
 69.141  -482.6  69.141  -496.8
 69.336  -499.9  69.336  -499.9
 69.531  -499.9  69.531  -499.9
 69.727  -499.9  69.727  -499.9
 69.922  -499.9  69.922  -499.9
 70.117  -499.9  70.117  -481.1
 70.312  -489.3  70.312  -464.1
 70.508  -455.7  70.508  -425.3
 70.703  -425.6  70.703  -388.7
 70.898  -371.6  70.898  -331.1
 71.094  -340.8  71.094  -294.3
 71.289  -274.1  71.289  -221.1
 71.484  -229.8  71.484  -176.2
 71.680  -151.9  71.680  -101.4
 71.875  -111.0  71.875   -51.0
 72.070   -22.9  72.070    24.6
 72.266    23.7  72.266    71.3
 72.461    95.3  72.461   141.7
 72.656   134.7  72.656   180.3
 72.852   208.5  72.852   250.3
 73.047   253.9  73.047   288.7
 73.242   311.1  73.242   345.2
 73.438   342.6  73.438   369.7
 73.633   391.7  73.633   412.4
 73.828   411.9  73.828   428.3
 74.023   447.9  74.023   458.6
 74.219   459.8  74.219   468.7
 74.414   477.6  74.414   476.7
 74.609   481.4  74.609   480.0
 74.805   484.5  74.805   474.4
 75.000   478.7  75.000   467.4
 75.195   465.7  75.195   444.7
 75.391   449.4  75.391   425.6
 75.586   419.9  75.586   388.9
 75.781   397.6  75.781   363.1
 75.977   350.4  75.977   303.7
 76.172   309.5  76.172   264.7
 76.367   253.8  76.367   201.4
 76.562   206.0  76.562   156.6
 76.758   140.2  76.758    79.9
 76.953    94.0  76.953    43.9
 77.148    13.6  77.148   -42.0
 77.344   -23.2  77.344   -76.0
 77.539  -109.3  77.539  -161.4
 77.734  -160.5  77.734  -207.3
 77.930  -225.8  77.930  -273.2
 78.125  -268.4  78.125  -306.2
 78.320  -322.1  78.320  -362.4
 78.516  -362.7  78.516  -392.7
 78.711  -401.6  78.711  -431.6
 78.906  -432.4  78.906  -457.2
 79.102  -469.7  79.102  -488.7
 79.297  -489.4  79.297  -499.9
 79.492  -499.9  79.492  -499.9
 79.688  -499.9  79.688  -499.9
 79.883  -499.9  79.883  -499.9
 80.078  -499.9  80.078  -494.8
 80.273  -493.0  80.273  -469.3
 80.469  -479.7  80.469  -451.6
 80.664  -434.8  80.664  -400.1
 80.859  -403.8  80.859  -358.4
 81.055  -359.8  81.055  -318.2
 81.250  -323.7  81.250  -276.4
 81.445  -253.2  81.445  -206.2
 81.641  -212.6  81.641  -160.5
 81.836  -134.8  81.836   -72.5
 82.031   -80.3  82.031   -28.4
 82.227    -7.9  82.227    43.0
 82.422    41.8  82.422    94.4
 82.617   108.6  82.617   161.2
 82.812   165.4  82.812   205.5
 83.008   222.5  83.008   265.5
 83.203   264.8  83.203   300.2
 83.398   315.5  83.398   350.6
 83.594   355.6  83.594   379.2
 83.789   393.9  83.789   413.6
 83.984   420.7  83.984   436.8
 84.180   447.8  84.180   457.9
 84.375   460.8  84.375   468.9
 84.570   477.2  84.570   475.9
 84.766   479.0  84.766   477.0
 84.961   483.5  84.961   472.2
 85.156   478.9  85.156   465.9
 85.352   463.4  85.352   441.1
 85.547   435.1  85.547   407.4
 85.742   412.5  85.742   374.1
 85.938   390.4  85.938   353.6
 86.133   352.1  86.133   303.5
 86.328   310.3  86.328   262.0
 86.523   235.3  86.523   185.0
 86.719   201.9  86.719   147.7
 86.914   115.5  86.914    56.8
 87.109    70.9  87.109    13.3
 87.305   -38.7  87.305   -95.6
 87.500   -48.5  87.500   -98.6
 87.695  -136.3  87.695  -194.3
 87.891  -181.2  87.891  -236.2
 88.086  -255.8  88.086  -300.6
 88.281  -282.8  88.281  -327.1
 88.477  -351.6  88.477  -385.4
 88.672  -377.6  88.672  -406.9
 88.867  -425.8  88.867  -452.7
 89.062  -445.5  89.062  -464.7
 89.258  -478.6  89.258  -496.7
 89.453  -497.4  89.453  -499.9
 89.648  -499.9  89.648  -499.9
 89.844  -499.9  89.844  -499.9
 90.039  -499.9  90.039  -499.9
 90.234  -499.9  90.234  -499.9
 90.430  -490.4  90.430  -470.1
 90.625  -474.7  90.625  -450.0
 90.820  -431.3  90.820  -395.1
 91.016  -406.7  91.016  -370.7
 91.211  -353.7  91.211  -309.7
 91.406  -314.4  91.406  -266.4
 91.602  -233.4  91.602  -181.2
 91.797  -202.7  91.797  -146.2
 91.992  -118.3  91.992   -62.1
 92.188   -73.2  92.188   -17.8
 92.383    13.5  92.383    67.1
 92.578    51.4  92.578   105.5
 92.773   121.8  92.773   168.1
 92.969   174.7  92.969   216.5
 93.164   239.2  93.164   279.1
 93.359   268.3  93.359   306.4
 93.555   332.3  93.555   360.0
 93.750   356.1  93.750   385.9
 93.945   409.0  93.945   423.1
 94.141   426.1  94.141   437.7
 94.336   453.3  94.336   462.5
 94.531   469.3  94.531   474.5
 94.727   479.7  94.727   477.9
 94.922   484.2  94.922   479.4
 95.117   477.6  95.117   464.7
 95.312   471.0  95.312   454.3
 95.508   453.5  95.508   427.2
 95.703   442.3  95.703   417.5
 95.898   402.3  95.898   365.4
 96.094   377.1  96.094   338.7
 96.289   321.9  96.289   271.6
 96.484   292.9  96.484   246.7
 96.680   231.9  96.680   173.7
 96.875   181.5  96.875   129.8
 97.070    93.8  97.070    38.2
 97.266    52.6  97.266     2.2
 97.461   -33.1  97.461   -94.6
 97.656   -81.0  97.656  -129.2
 97.852  -153.5  97.852  -211.3
 98.047  -191.8  98.047  -244.8
 98.242  -261.6  98.242  -309.1
 98.438  -304.6  98.438  -341.4
 98.633  -372.0  98.633  -406.3
 98.828  -389.0  98.828  -418.5
 99.023  -439.9  99.023  -463.7
 99.219  -465.1  99.219  -481.3
 99.414  -493.8  99.414  -499.9
 99.609  -496.1  99.609  -499.9
 99.805  -499.9  99.805  -499.9
100.000  -499.9 100.000  -499.9
100.195  -499.9 100.195  -496.0
100.391  -499.9 100.391  -484.8
100.586  -474.5 100.586  -446.9
100.781  -453.4 100.781  -422.8
100.977  -400.3 100.977  -359.0
101.172  -379.5 101.172  -336.7
101.367  -315.8 101.367  -266.0
101.562  -272.8 101.562  -220.5
101.758  -195.0 101.758  -139.4
101.953  -157.6 101.953  -103.4
102.148   -73.3 102.148   -20.1
102.344   -28.5 102.344    26.4
102.539    69.6 102.539   119.9
102.734    97.4 102.734   147.9
102.930   170.1 102.930   219.1
103.125   213.8 103.125   255.5
103.320   284.1 103.320   319.1
103.516   315.6 103.516   346.6
103.711   366.5 103.711   391.4
103.906   393.0 103.906   415.8
104.102   434.4 104.102   447.9
104.297   448.4 104.297   457.6
104.492   467.8 104.492   472.6
104.688   476.8 104.688   475.8
104.883   484.9 104.883   477.8
105.078   483.4 105.078   473.6
105.273   475.4 105.273   457.8
105.469   465.5 105.469   445.0
105.664   433.8 105.664   402.0
105.859   425.1 105.859   392.4
106.055   376.6 106.055   330.7
106.250   340.6 106.250   301.8
106.445   277.7 106.445   228.6
106.641   253.8 106.641   201.4
106.836   181.4 106.836   124.8
107.031   137.3 107.031    80.0
107.227    44.4 107.227   -16.4
107.422    12.5 107.422   -44.0
107.617   -67.9 107.617  -125.1
107.812  -103.0 107.812  -149.3
108.008  -181.7 108.008  -239.2
108.203  -229.6 108.203  -276.0
108.398  -299.4 108.398  -339.9
108.594  -334.4 108.594  -365.9
108.789  -394.1 108.789  -422.1
108.984  -411.2 108.984  -441.8
109.180  -453.6 109.180  -478.5
109.375  -470.2 109.375  -491.9
109.570  -499.6 109.570  -499.9
109.766  -499.9 109.766  -499.9
109.961  -499.9 109.961  -499.9
110.156  -499.9 110.156  -499.9
110.352  -499.9 110.352  -481.6
110.547  -490.2 110.547  -463.2
110.742  -456.6 110.742  -421.6
110.938  -431.3 110.938  -395.0
111.133  -378.1 111.133  -332.0
111.328  -348.6 111.328  -301.4
